State,Year,Category,Project,Company,Jobs Created,Qualified Expenditures,Incentive Issued
Minnesota,,TV S,In an Instant 1:3,,,"$3,242,739","$810,685"
Louisiana,2012,Feature Film,Hell Baby,Hell baby LLC,,"$2,590,417","$810,340"
South Carolina,2016,MOW's/Cable Movies/TV Series/Pilots,The Inspectors - Season 2,,355,"$2,589,820","$810,104"
Louisiana,2013,Feature Film,House of Horrors,House Productions LLC,,"$2,565,150","$809,826"
Oklahoma,,,Wildlife,,
New York,2017,Film/TV,Wilde Wedding,"Baby Mugs Films, Inc.",402,"$3,203,180","$801,970"
Connecticut,2016,Film Infrastructure Tax Credit,,"ESPN Productions, Inc. Studio F",,"$4,004,808","$800,962"
Ohio,2016,,Brand New Kitchen,"Do Over Two, LLC",,,"$799,500"
Rhode Island,2008,Feature,Hachiko Supplemental,,,"$1,800,000","$798,425"
Minnesota,,TV PI,"Mogadishu, MN",,,"$3,192,886","$798,222"
Connecticut,2014,Film and Digital Media Production Tax Credit,,"Connecticut Public Broadcasting, Inc.",,,"$796,913"
New York,2017,Post-Production,Barbershop III,BB3 Productions LLC,32,"$2,969,019","$796,827"
Connecticut,2011,Film and Digital Media Production Tax Credit,,NBC Sports Ventures LLC,,,"$795,186"
Massachusetts,2012,,Nova Season 38,WGBH,,,"$794,721"
Connecticut,2010,Film and Digital Media Production Tax Credit,,"Tibernia Productions, Inc.",,"$2,647,009","$794,103"
California,2016,Pilot,Paradise Pictures Pilot,Universal Network Television LLC,311,"$3,946,000","$789,000"
Ohio,2013,,Jenny's Wedding,"Jenny's Wedding Movie, LLC",,,"$788,903"
North Carolina,2012,,Mary and Martha,"Morgan Productions, Inc.",565,"$3,146,454","$786,613"
Connecticut,2007,Film and Digital Media Production Tax Credit,,"Laws of Motion, LLC",,"$2,618,390","$785,517"
New York,2016,Film/TV,Good Marriage,Anderson Coins LLC,425,"$3,706,527","$785,023"
Pennsylvania,,,MSPT Restaurant Impossible Season 12,"MSPT Restaurant Impossible, LLC",21,,"$782,231"
Massachusetts,2012,,Frank the Bastard,"FTB3, LLC",,,"$781,045"
Utah,2017,,Westworld Season 2,,,
Massachusetts,2013,,Frontline Season 30,WGBH Educational Foundation,,,"$778,975"
Ohio,2012,,The Tribunal,"The Tribunal Movie, LLC",,,"$777,500"
Louisiana,2013,Feature Film,The Last World,Omega Film Productions LLC,,"$2,446,718","$776,073"
Ohio,2015,,Tiger,Tiger Movie Ohio LLC,,,"$774,854"
Ohio,2014,,The Bronze,"Precious Medals, LLC",,,"$774,307"
Ohio,2015,,Shimmer Lake,Footprint Film 4 LLC,,,"$774,045"
Virginia,2016,,Turn (Season2),,,
North Carolina,2011,,Hart of Dixie,"Bonanza Productions, Inc.",615,"$3,091,265","$772,816"
New York,2015,Film/TV,Still Alice,"Still Alice Films, LLC",506,"$3,471,660","$771,708"
New York,2017,Film/TV,Doll & Em - Season 2,"Doll & Em Productions, Inc.",452,"$3,492,654","$771,397"
Louisiana,2011,Feature Film,Straight A's,Straight A Financing (Nu Image),,"$2,460,361","$767,540"
Ohio,2014,,Return to the Tribunal,"Return to the Tribunal, LLC",,,"$767,500"
Ohio,2015,,Over The Rhine,Over The Rhine Movie LLC,,,"$767,250"
Oklahoma,,,The Scent of Rain and Lightning,,
Colorado,2015,Video Game,Star Citizen,Cloud Imperium Games Corp.,,"$3,849,170","$763,953"
South Carolina,2015,Feature film,Sophie & the Rising Sun,,0,"$1,566,140","$762,714"
New York,2016,Film/TV,Daughter of God,"Daughter of God Movie, Inc.",518,"$3,371,173","$761,567"
Louisiana,2010,Other,Essence 2010,Time Warner,,"$2,533,567","$760,070"
New York,2015,Post-Production,Borgia Season 3,Elemental Productions Inc,11,"$2,535,938","$758,110"
New York,2017,Post-Production,Crossbones,Northern Entertainment Productions LLC,85,"$2,890,465","$757,429"
California,2017,Feature Film,Perfect Christmas,Cowboy Jack,97,"$3,020,000","$755,000"
South Carolina,2014,MOW's/Cable Movies/TV Series/Pilots,Outcast (Pilot),,210,"$1,117,879","$754,907"
Florida,,DIRECT TO DVD,WRESTLEMANIA XXVIII,,240,"$3,766,454","$753,291"
Louisiana,2013,Feature Film,Heat,SJ Heat Productions LLC,,"$2,505,209","$752,076"
New York,2016,Film/TV,Very Murray Christmas,"Carlyle Films, LLC",336,"$4,570,716","$750,405"
Oregon,2013,Feature Film,THE BOXTROLLS,Laika Inc.,,,"$750,000"
New York,2015,Film/TV,God's Pocket,,452,"$3,563,798","$749,884"
New York,2017,Film/TV,I Shudder - Pilot,Viacom International,716,"$3,285,513","$748,675"
Kentucky,2017,,Monumental(Feature),"Monumental Productions, LLC",,,"$746,170"
Massachusetts,2014,,"The Greens are Gone, LLC","The Greens are Gone, LLC",,,"$744,212"
New York,2015,Post-Production,One Chance,"First Chance Films, Inc.",21,"$3,042,677","$741,792"
Alabama,2015,,Aether,,,
Connecticut,2014,Film and Digital Media Production Tax Credit,,"Sonalysts, Inc.",,"$2,462,650","$738,795"
Texas,2017,Television Program,Frankenstein,,,,"$738,122"
New York,2015,Film/TV,Irreversible Pilot,,680,"$3,359,321","$736,893"
Louisiana,2011,Post Only,Conan the Barbarian,Conan Financing LLC,,"$2,451,604","$735,481"
North Carolina,2012,,Shelter,"Bonanza Productions, Inc.",215,"$2,940,259","$735,065"
New York,2015,Post-Production,Let's Be Cops,Twentieth Century Fox Film Corp,47,"$3,341,309","$734,794"
North Carolina,2008,,Eastbound and Down,"Enemy Migs Productions, Inc.","1,618","$4,889,843","$733,476"
California,2017,Feature Film,"Last Word, The",Last Word,109,"$2,933,000","$733,000"
Utah,2014,,In Your Right Mind,,,
Massachusetts,2013,,Frontline Season 31,WGBH Educational Foundation,,,"$729,212"
Ohio,2017,,Social Security  (Amended App ),"Livimak, Inc.",,,"$728,179"
Massachusetts,2014,,Tumbledown,Tumbledown LLC,,,"$727,143"
New York,2016,Film/TV,Almost There,,335,"$3,449,443","$726,656"
New York,2016,Film/TV,Cymbeline,"CYM Productions, Inc.",383,"$3,159,080","$726,642"
California,2015,Feature Film,Last Days in the Desert,Last Desert Days Productions,81,"$2,905,000","$726,000"
Ohio,2015,,My Blind Brother,Tethered Films LLC,,,"$725,959"
Ohio,2014,,Polka Kings (TV),"Cardinal Productions of Ohio, Inc.",,,"$724,383"
Pennsylvania,,,The Sunny Side Up Show - 2012,"Center City Video, Inc.",39,,"$723,229"
Pennsylvania,,,The Chica Show Season 2,"Center City Video, Inc.",150,,"$721,923"
Louisiana,2010,TV Pilot,Delta Blues Pilot (released as Memphis Beat),Warner Brothers,,"$2,292,923","$720,850"
Oklahoma,,,Gosnell,,
Mississippi,2013,,Full Metal Jousting,,,"$329,941","$718,577"
Connecticut,2010,Film and Digital Media Production Tax Credit,,"EF Productions, Inc.",,"$24,011,042","$717,883"
Ohio,2016,,Time Freak,QC Entertainment LLC,,,"$717,859"
Louisiana,2014,Feature Film,Joe Dirt 2 Beautiful Loser,Living Proof Production LLC,,"$2,283,919","$716,063"
Louisiana,2012,TV REality,Tough Love New Orleans,Louisiana RPI LLC (Viacom),,"$2,344,898","$715,616"
North Carolina,2009,,Provinces of Night,Provinces of Night LLC,500,"$4,769,215","$715,382"
New York,2017,Film/TV,Don't Think Twice,"Don't Think Twice productions, LLC",538,"$2,947,769","$715,149"
Texas,2016,Television Program,Hysteria,,,,"$714,014"
Connecticut,2015,Film and Digital Media Production Tax Credit,,"Connecticut Public Broadcasting, Inc.",,,"$713,584"
North Carolina,2008,,A Good Old Fashioned,GOF Productions LLC,700,"$4,754,028","$713,104"
North Carolina,2012,,Playing With Guns,"PWG Productions, Inc.",200,"$2,843,405","$710,851"
New York,2017,Film/TV,Carrie Pilby,"Carrie Pilby Productions, Inc.",451,"$3,784,048","$710,798"
Minnesota,,TV S,In An Instant 2:3,,,"$3,552,920","$710,584"
Louisiana,2011,Feature Film,Shark Night 3D,Chum Productions LLC,,"$2,367,496","$710,249"
Louisiana,2013,TV Reality,Pit Bulls & Parolees Season 5,PBP LLC,,"$2,216,657","$709,993"
Louisiana,2012,Feature Film,Olympus Has Fallen,Padre Nuestro Financing LLC (Nu Image),,"$2,354,804","$706,441"
Washington,2017,Episodic,Z Nation Season 4,,,,"$704,186"
Pennsylvania,,,"Restaurant Impossible, Season 10","MSPT Restaurant Impossible, LLC",21,,"$700,309"
Colorado,2014,Feature Film,Furious 7,FF5 Productions/Universal Pictures,,"$12,978,028","$700,000"
Ohio,2016,,Swift,Dog and Pony Media LLC,,,"$699,247"
New York,2015,Film/TV,Last Five Years,L5YM Inc.,518,"$3,085,375","$697,955"
Louisiana,2014,TV Series,Adam Devine's House Party Season 2,Louisiana RPI LLC (Viacom),,"$2,235,064","$697,681"
Louisiana,2016,Feature Film,Temple,NOLA Temple LLC,,"$2,046,430","$695,751"
Massachusetts,2012,,Frontline Season 29,WGBH,,,"$694,586"
Florida,,TV SERIES,GRACHI SEASON 1,,294,"$3,457,441","$691,488"
Maryland,2013,,Better Living Through Chemistry,,196,"$2,811,459","$691,189"
Utah,2013,,"Granite Flats, 2-4",,,
Louisiana,2012,TV Reality,Swamp People Season 4,Swampy Projects LLC,,"$2,126,110","$686,378"
Ohio,2015,,Beg The Devil,Frontrow Media,,,"$683,650"
New York,2017,Post-Production,Max,Picture 8 Productions LLC,43,"$2,437,979","$683,624"
New York,2015,Post-Production,Kill the Messenger,Harlan Films LLC,26,"$2,553,669","$680,237"
Mississippi,2018,,Kill Em All,,,"$69,696","$680,162"
Alabama,2012,,"""42""",,,
Louisiana,2011,Feature Film,St. Patrick's Day,Dark / Signature Films (St. Patricks Day Financing $,,"$2,144,280","$674,026"
California,2016,Feature Film,Is That A Gun In Your Pocket?,The Vault,120,"$2,695,000","$673,000"
Louisiana,2011,Feature Film,Haunted High School,AEF-Haunted High School LLC,,"$2,203,796","$672,766"
Illinois,,TV,Oprah's Life Class,,,
Illinois,,TV,Civil War 3D,,,
New York,2017,Post-Production,Equals,"Affinity Productions, Inc.",27,"$2,485,163","$670,640"
Massachusetts,2014,,"""Good Kids""","GK Productions, LLC",,,"$670,398"
Ohio,2016,,Lost & Found In Cleveland,L&FIC,,,"$664,495"
New York,2015,Post-Production,Bessie,"22 Yrs of D Prodns, LLC",42,"$2,289,756","$664,182"
Rhode Island,2013,Theatrical,The Phantom of the Opera,,,"$2,653,400","$663,350"
New York,2016,Post-Production,Irrational Man,"Perdidi Productions, Inc.",18,"$2,874,219","$662,444"
Connecticut,2012,Film Infrastructure Tax Credit,,The Brand Gallery,,"$3,298,184","$659,637"
Connecticut,2015,Film and Digital Media Production Tax Credit,,Triple Threat Connecticut LLC,,,"$659,560"
Louisiana,2011,TV MOW,Alien Tornado,Active Entertainment,,"$2,172,569","$659,375"
Minnesota,,TV S,Found,,,"$2,626,198","$656,549"
Pennsylvania,,,The Sunny Side Up Show 2013,"Center City Video, Inc.",68,,"$655,922"
Alabama,2015,,Holding Patterns,,,
Louisiana,2015,Feature Film,The Free State of jones,STX Louisiana LLC,,"$2,074,819","$651,916"
Massachusetts,2016,,Frontline Season 33,WGBH Educational Foundation,,,"$650,114"
Louisiana,2014,TV Series,Banshee,Porcelain cupid Investments LLC,,"$2,075,045","$649,368"
Louisiana,2011,TV Special,Jazzfest 2011,AEG,,"$2,140,374","$648,860"
Rhode Island,2006,Feature,Normal Adolescent Behavior,,,"$3,849,131","$647,368"
New York,2015,Post-Production,Magic in the Moonlight,,19,"$2,259,655","$647,289"
Pennsylvania,,,Restaurant Impossible - Season 13,"MSPT Restaurant Impossible, LLC",52,,"$645,523"
Louisiana,2016,Feature Film,Brothers Blood,Good and Bad Cop LLC,,"$1,895,219","$643,519"
Ohio,2015,,The Charnel House (Exeter),The Charnel House LLC,,,"$642,712"
Connecticut,2014,Film and Digital Media Production Tax Credit,,"Tantor Media, Inc.",,,"$640,681"
Louisiana,2012,TV Reality,Pitbulls and Parolees Season 4,PBP LLC,,"$2,100,817","$640,649"
Rhode Island,2010,Feature,Loosies,,,"$2,800,000","$640,185"
New York,2015,Film/TV,Sex & Drugs & Rock & Roll Pilot,,619,"$2,556,437","$638,610"
Alabama,2014,,Selma AMENDED,,,
Illinois,,TV,Sirens (Pilot),,,
Illinois,,TV,Mob Wives Chicago,,,
Pennsylvania,,,Big Easy Motors,"Big Easy Motors, LLC",34,,"$635,529"
Tennessee,2014,Feature (Independent),"""42"" JACKIE ROBINSON STORY",,,"$3,727,093","$633,606"
Ohio,2012,,The Do Over,"The Do Over Movie, LLC",,,"$633,500"
New York,2016,Film/TV,Billy & Billie,,345,"$2,972,026","$631,779"
North Carolina,2008,,The Bleeding,"Indifferent Entertainment, LLC",125,"$4,210,727","$631,609"
Louisiana,2010,Feature Film,The Colony,Colony Productions Inc.,,"$2,040,656","$630,863"
Connecticut,2016,Film and Digital Media Production Tax Credit,,"NBC Olympics, LLC",,"$9,322,062","$629,877"
North Carolina,2011,,Sleeping Around,"Sleeping Around, LLC",152,"$2,519,404","$629,851"
Ohio,2016,,U.F.O.,Sharp Independent Pictures,,,"$629,667"
New York,2017,Post-Production,Creed,Creed Productions LLC,0,"$1,795,174","$628,311"
Utah,2017,,Kindig Customs Season 4,,,
Connecticut,2014,Film and Digital Media Production Tax Credit,,"FilmOne, LLC",,,"$626,384"
Louisiana,2012,Feature Film,Winged Terror,Flying Monkey Investments LLC,,"$2,037,296","$625,990"
Pennsylvania,,,Restaurant Impossible Season 11 - 8 Episodes,"MSPT Restaurant Impossible, LLC",21,,"$625,928"
Utah,2016,,Six Below,,,
Utah,2016,,Brigsby Bear,,,
New York,2015,Post-Production,Gracepoint,Concord Productions,10,"$2,118,327","$624,529"
Connecticut,2015,Film and Digital Media Production Tax Credit,,"NBC Olympics, LLC",,,"$623,877"
Louisiana,2012,Feature Film,Heebie Jeebies,Panic Investments LLC,,"$2,016,492","$620,573"
Connecticut,2015,Film and Digital Media Production Tax Credit,,LifeMed Media Inc.,,,"$620,159"
North Carolina,2011,,Inside Nascar,NASCAR Media Group,40,"$2,457,666","$614,416"
Louisiana,2014,Commercial,Autotader.com Dukes,Independent Media LA LLC,,"$1,976,680","$613,053"
Louisiana,2012,Feature Film,Shreveport,Chained Productions LLC,,"$1,924,453","$612,425"
New York,2017,Film/TV,Before We Go,130 Train LLC,224,"$2,962,161","$611,741"
Kentucky,2017,,Boy's Best Friend,"The Haunted Doll Company, LLC",,,"$610,543"
Louisiana,2011,Feature Film,The Lucky One,Warner Brothers,,"$1,961,948","$610,358"
Illinois,,TV,Chicago Fire #13,,,
Ohio,2013,,Beg The Devil,Frontrow Media,,,"$610,250"
Rhode Island,2007,Feature,Tanner Hall,,,"$2,775,078","$609,881"
Louisiana,2011,Feature Film,Pitch Perfect,Pitch Perfect Investments (Gold Circle),,"$2,030,052","$609,016"
New York,2016,Film/TV,Breaking Brooklyn,"B4D Production Services, LLC",496,"$3,229,888","$606,008"
Florida,,TV AWARD SHOW,PREMIO LO NUESTRO 2013,,199,"$3,104,890","$603,882"
Maryland,2013,,Jamesy Boy,,288,"$2,526,121","$600,000"
Virginia,2016,,Imperium,,,
Virginia,2014,,Big Stone Gap,,,
Virginia,2012,,To Have and To Hold,,,
Utah,2014,,The Man On Carrion Road,,,
New York,2016,Film/TV,Mozart in the Jungle Pilot,"Picrow, Inc. dba Pictures in a Row",474,"$2,610,072","$597,725"
Louisiana,2011,Feature Film,Vipaka,Tommy Investment Holdings LLC,,"$1,861,924","$597,585"
Rhode Island,2013,Feature,Infinitely Polar Bear,,,"$3,200,000","$596,979"
Louisiana,2012,Feature Film,Dawn of the Planet of the Apes,Fox Louisiana Investment LLC,,"$1,953,608","$596,217"
New York,2015,Film/TV,"Beijing, New York","Velvet Rain, Inc.",520,"$2,947,171","$596,118"
Louisiana,2011,TV Reality,Swamp People Season 3,Swampy Projects LLC,,"$1,865,619","$595,493"
Illinois,,Commercial,"Lunchables ""Kabobbles""",,,
Louisiana,2013,Feature Film,Wickd Blood,Wicked Blood Production LLC,,"$1,913,568","$593,241"
California,2016,Pilot,Rebel Pilot,"BET Productions II, Inc.",127,"$2,964,000","$593,000"
Connecticut,2009,Film and Digital Media Production Tax Credit,,"Venan Entertainment, Inc.",,,"$592,915"
Louisiana,2012,Feature Film,Grudge Match,Riverboat Productions LLC,,"$1,889,128","$592,598"
Louisiana,2009,Other,Essence 2009,Time Warner,,"$1,972,873","$591,862"
Tennessee,2012,TV Series,OUTLAW COUNTRY - PILOT,,,"$3,479,916","$591,586"
Ohio,2015,,I See You,ISY Productions LLC,,,"$591,455"
Illinois,,TV,First Dates,,,
Utah,2013,,Gold Fever,,,
North Carolina,2011,,Extreme Makeover Home Edition,Lock & Key Productions,208,"$2,358,372","$589,593"
Ohio,2012,,Blood of Redemption,,,
Louisiana,2015,Feature Film,The Free World,Free World Productions Inc.,,"$1,758,992","$587,775"
Louisiana,2014,TV Pilot,NCIS New Orleans,Danni Productions LLC (CBS Studios),,"$1,849,759","$583,593"
North Carolina,2014,,War Room,War Room Movie LLC,142,"$2,333,709","$583,427"
Louisiana,2012,Feature Film,Long Day Journey,Trek Productions LLC,,"$1,902,354","$582,610"
Ohio,2016,,Cleveland Hustles,"D and J Productions, LP",,,"$581,030"
Louisiana,2012,Commerical,Pepsi Shoutout,"Ease Commercial Services Louisiana, LLC",,"$1,856,061","$579,987"
New York,2015,Film/TV,Welcome to NY (fka June Project),June Project Productions Inc,513,"$2,809,922","$577,997"
New York,2017,Post-Production,Triple Nine,"999 NY Productions, Corp",49,"$2,276,505","$575,038"
North Carolina,2011,,Speed Track Shows - General Cup,NASCAR Media Group,25,"$2,298,130","$574,532"
Louisiana,2011,Feature Film,Hijacked,Consummate Investments LLC,,"$1,828,428","$574,508"
Connecticut,2016,Film and Digital Media Production Tax Credit,,LifeMed Media Inc.,,"$23,700,146","$574,085"
Illinois,,Film,Untitled Ramin Bahrani Farm Film,,,
Tennessee,2015,TV Pilot,NASHVILLE - TV PILOT,,,"$3,364,063","$571,891"
Connecticut,2017,Film and Digital Media Production Tax Credit,,Bob's Discount Furniture LLC,,"$6,743,422","$571,539"
Illinois,,TV,Real World Season 30,,,
Ohio,2015,,GOAT,Fratican Productions Inc.,,,"$570,573"
California,2016,Pilot,Famous In Love Pilot,Horizon Scripted Television Inc.,163,"$2,853,000","$570,000"
North Carolina,2014,,How and Why,Minim Productions,150,"$2,272,686","$568,172"
Connecticut,2015,Film and Digital Media Production Tax Credit,,"SeeClickFix, Inc.",,,"$568,040"
Connecticut,2008,Film and Digital Media Production Tax Credit,,Triple Threat Connecticut LLC,,,"$567,899"
Nevada,2016,,The Trust,HFP Corp,,,"$567,172"
Rhode Island,2015,Feature,Measure of a Man,,,"$3,300,000","$566,996"
North Carolina,2014,,Untitled Bee-Jones Pilot,"Turner North Center Productions, Inc.",289,"$2,266,826","$566,707"
Illinois,,TV,Icebreakers,,,
New York,2016,Film/TV,Border Crossing,"Bette Gordon Production, Inc.",360,"$2,334,059","$565,039"
Louisiana,2015,TV Reality,Pit Bulls and Parolees Season 7,PBP LLC,,"$1,723,432","$561,577"
North Carolina,2008,,The Fifth Quarter,Fifth Quarter LLC,175,"$3,742,920","$561,438"
Louisiana,2012,TV MOW,Made 2: Ladies Man,Louisiana RPI LLC (Viacom),,"$1,723,882","$559,737"
Pennsylvania,,,Dangerous Grounds - Season 3,"Nancy Glass Productions, Inc.",0,,"$559,255"
Louisiana,2015,Feature Film,Carter & June,Spencer Rabbit LA LLC,,"$1,749,981","$558,392"
Connecticut,2009,Film and Digital Media Production Tax Credit,,Triple Threat Connecticut LLC,,,"$556,809"
New York,2016,Film/TV,Geezer,Geezer Movie Inc.,511,"$2,370,765","$556,415"
Louisiana,2013,Feature Film,Refugio,Sapos Investents LLC,,"$1,680,889","$555,059"
Pennsylvania,,,Save My Bakery (w.t),"Nancy Glass Productions, Inc.",55,,"$552,985"
Louisiana,2013,Feature Film,Homefront,Homefront Productions Inc. (NU Image),,"$1,841,661","$552,682"
California,2015,Feature Film,Shangri-La Suite,Rapido Ridge,125,"$2,209,000","$552,000"
Louisiana,2012,TV MOW,American Horror House,AEF Ghoststory LLC,,"$1,786,490","$551,489"
New York,2016,Film/TV,Tallulah,"Mother Productions, Inc.",436,"$2,591,072","$550,546"
Utah,2014,,Aquabats! Supershow! Season 3,,,
Ohio,2014,,Nike 'Huddle',HSI Productions Inc.,,,"$549,052"
North Carolina,2013,,Tusk,"Big Oosik, LLC",147,"$2,187,222","$546,805"
Colorado,2014,Television,"Prospectors, Season 3",High Noon Productions,,"$2,970,000","$546,587"
Massachusetts,2015,,Frontline Season 32,WGBH Educational Foundation,,,"$544,495"
Louisiana,2013,TV Reality,Swamp Pawn Season 2,Louisiana CMT LLC (Viacom),,"$1,813,630","$544,089"
Louisiana,2011,Feature Film,The Tell Tale Heart,Tell Tale Heart LLC,,"$1,761,523","$543,866"
North Carolina,2013,,The Squeeze,"Squeeze Film, LLC",80,"$2,175,227","$543,807"
Illinois,,Commercial,Lunchables Campaign,,,
Massachusetts,2013,,Spontaneous Construction,"All Screens Entertainment, Inc.",,,"$543,576"
North Carolina,2007,,The Gillette Young Guns,Radical Media,178,"$3,612,489","$541,873"
Massachusetts,2016,,Boston's Finest Season 1,Boston Blue LLC,,,"$541,869"
North Carolina,2012,,The Confession,"Heritage Productions II, LLC",,"$2,163,565","$540,891"
